img,name,link,engDescription,jpDescription,tags,filterTag,platform,price,category_id
maze.svg,Maze,https://maze.co,"Turn designs into insights through real user feedback. Test your designs, reiterate, and optimize the design process.",デザインをユーザーのフィードバックを通して洞察に変えましょう。デザインをテストし、繰り返し、デザインプロセスを最適化しましょう。,"Insight, Feedback, Test, Iterate","UX Design,Productivity",Browser,Freemium,64761102ba22fed734b9de7a
claritee.svg,Claritee,https://claritee.io/,"Plan and get approval for projects.Eliminate scope creep and change requests.","プロジェクトを企画して承認を得る。スコープクリープを排除して変更要求をしない。","Approval, Scope, Creep, Change","UX Design,Productivity",Browser,Freemium,64761102ba22fed734b9de7a
goholler.svg,Goholler,https://goholler.ai/,An AI-powered survey and user insights tool. Easily and quickly build one-question surveys and ask the AI for insights.,AIを搭載した調査とユーザーインサイトツール。簡単に1つの質問の調査を構築し、AIにインサイトを求めることができます。,"AI, Survey, Insight","UX Design,AI",Browser,Free,64761102ba22fed734b9de7a
overflow.svg,Overflow,https://overflow.io/,A user flow diagrams and speed up your users' workflows.,ユーザーフローダイアグラムを使用して、ユーザーの作業フローを加速しましょう。,"User Flow, Diagram, Speed, Workflow","UX Design,Productivity","Apple, Windows",Paid,64761102ba22fed734b9de7a
clover.svg,Clover,https://cloverapp.com/,"Notes, Tasks, Whiteboards and a Daily Planner in a streamlined workflow.",日課のノート、タスク、ホワイトボード、そして日課の計画を整理したワークフロー。,"Note, Task, Whiteboard, Planner","UX Design,Productivity","Apple, Windows",Free,64761102ba22fed734b9de7a
milanote.svg,Milanote,https://milanote.com/,an easy-to-use tool to organize your ideas and projects into visual boards.,簡単に使えるツールを使って、あなたのアイデアやプロジェクトをビジュアルボードに整理しましょう。,"Organize, Idea,Visual, Board","UX Design,Productivity",Browser,Freemium,64761102ba22fed734b9de7a
picter.svg,Picter,https://www.picter.com/,"Share images, videos and documents with team members and clients for quick feedback and approval, all in one space.",チームメンバーやクライアントに画像、動画、ドキュメントを共有して、迅速なフィードバックや承認を得るために、すべてを一つのスペースで行います。,"Image, Video, Doc, Feedback",UX Design,Browser,Freemium,64761102ba22fed734b9de7a
jam.svg,JAM,https://jam.dev/,Transform your site into a collaborative document.,あなたのサイトを共同作業ドキュメントに変換してください。,Collaborative,UX Design,Browser,Freemium,64761102ba22fed734b9de7a
pitch.svg,Pitch,https://pitch.com/,Craft and distribute beautiful presentations more effectively.,美しいプレゼンテーションをより効果的に作り、配布しましょう。,"Craft, Distribute, Presentation","Productivity,Others",Browser,Freemium,64761102ba22fed734b9de7a
magma.svg,Magma,https://magma.com/,A collaborative online painting and drawing tool.,オンラインで共同で絵画や絵を描くツール。,"Collaborative,Painting","Illustration,Image,Others",Browser,Freemium,64761102ba22fed734b9de7a
howuku.svg,Howuku,https://howuku.com/,A set of tools to help UX Designers truly understand how visitors interact and engage on the website.,UXデザイナーがウェブサイトでのビジターの接点とエンゲージメントを真に理解するためのツールセット,"UX , Visitor, Interaction",UX Design,Browser,Paid,64761102ba22fed734b9de7a
flowin.svg,Flowin,https://flowinkit.com/,Create better user flow design and spend less time doing repetitive tasks.,ユーザーの流れをよく設計して、繰り返し作業をする時間を減らしましょう。,"User Flow, Task",UX Design,Browser,Paid,64761102ba22fed734b9de7a
frontify.svg,Frontify,https://www.frontify.com/,"all-in-one brand management platform, enriching brands with consistency and clarity – cloud-based efficiency for businesses of all sizes.",すべてを一つにしたブランド管理プラットフォームは、ブランドに一貫性と明瞭性を与え、ビジネスの規模にかかわらずクラウドベースの効率性を高めます。,"Brand, Manager, Cloud-Based","UX Design,Productivity",Browser,Paid,64761102ba22fed734b9de7a
plant.svg,Plant,https://plantapp.io/,Makes it simple to store your design changes when working on Sketch files with your team.,チームで Sketch ファイルを作業する際に、デザインの変更を簡単に保存できます。,"Storage, Change, Sketch, Team","UX Design,Productivity,Others",Browser,Paid,64761102ba22fed734b9de7a
board.svg,Board,https://letsboard.co/,"Whiteboard together, even while apart.Visual communication that feels second-nature.",共に遠隔地でも、白板を使ったコミュニケーションは自然な感じがします。,"Collaboration, Whiteboard, Virtual","UX Design,Productivity",Browser,Free,64761102ba22fed734b9de7a
zeplin.svg,Zeplin,https://zeplin.io/,Document designs. Manage workflows. Build products faster. The trusted platform for accelerating product delivery at scale.,ドキュメントデザイン。ワークフローを管理。製品をより迅速に構築。製品納品を加速するための信頼できるプラットフォーム。,"Doc, Manager, workflow, Delivery","UX Design,Productivity","Apple, Windows, Browser",Freemium,64761102ba22fed734b9de7a
flowkit.svg,Flowkit,https://useflowkit.com/,"Design user flows at the speed of thought—fast, automatic, and sticky flows right inside your favorite design tool.",設計ユーザーの流れを思考の速度で—高速、自動、そしてお気に入りの設計ツールにフローをスティッキーにします。,"User Flow, Automatic",UX Design,Browser,Paid,64761102ba22fed734b9de7a
mindmaps.svg,Mind Maps,https://whimsical.com/mind-maps,fast and beautiful mind maps with real-time collaboration.,素早く美しいマインドマップを作成し、リアルタイムで共同作業を行います。,"Mind Map,Collaboration","UX Design,Productivity",Browser,Freemium,64761102ba22fed734b9de7a
artboard.svg,Artboard,https://artboard.studio/,A graphic and motion design tool powered with automation features and an extensive content library.,グラフィックとモーションデザインツールに自動化機能と広範囲なコンテンツライブラリを搭載したもの。,"Graphic Motion, Automation, library","UX Design,UI Design,Animation",Browser,Freemium,64761102ba22fed734b9de7a
presentator.svg,Presentator,https://presentator.io/,A free and open source design presentation and collaboration platform.,オープンソースのデザインプレゼンテーションおよびコラボレーションプラットフォームです。,"Presentation, Collaboration","UX Design,Others,Productivity",Browser,Free,64761102ba22fed734b9de7a
visualeyes.svg,VisualEyes,https://www.visualeyes.design/,VisualEyes simulates eye-tracking studies and preference tests with a 93% accurate predictive technology,視覚的なアイは、93％の精度を持つ予測技術を使用して、アイ トラッキングの研究や好みのテストをシミュレートします。,"Eye-Tracking, Test, Simulate",UX Design,Browser,Free,64761102ba22fed734b9de7a
matter.svg,Matter,https://matterapp.com/,"Promotes peer feedback for professionals, so that you can grow your skills and hit the goals that matter for you.",プロフェッショナルのためのピアフィードバックを促進して、スキルを磨き、目標に到達します。,"Feedback, Skill, Goal",UX Design,Browser,Freemium,64761102ba22fed734b9de7a
make8-bitart.svg,Make 8-bit Art,https://make8bitart.com/,A free and open-source platform that allows users to draw pixel art in a browser.,ブラウザ上でピクセルアートを描くことができる、フリーでオープンソースのプラットフォームです。,"Art, Pixel, Browser","Illustration,Others",Browser,Free,64761102ba22fed734b9de7a
piskel.svg,Piskel,https://www.piskelapp.com/,Piskel is a free online editor for animated sprites & pixel art,Piskelは、アニメーションスプライトとピクセルアート用の無料オンラインエディタです。,"Editor, Animation, Sprite, Pixel Art","Illustration,Others",Browser,Free,64761102ba22fed734b9de7a
pixelartcss.svg,Pixel Art CSS,https://www.pixelartcss.com/,A pixel art animation and drawing tool. It is a free and open-source platform powered by React.,ピクセルアートアニメーションとドローイングツール。それは、Reactによってパワーされたフリーでオープンソースのプラットフォームです。,"Pixel Art, Animation","Illustration,Others",Browser,Free,64761102ba22fed734b9de7a
cleverbrush.svg,Clever Brush,https://www.cleverbrush.com/,A browser-based online vector editor for digital publishers and printers. It allows integration to the page as a JS component and liked by users for its simplicity.,ブラウザベースのオンラインベクターエディターは、デジタルパブリッシャーとプリンターのためのものです。これは、ページにJSコンポーネントとして統合し、ユーザーによって簡素さが好まれています。,"Vector Editor, Publisher, Printers",Others,Browser,Free,64761102ba22fed734b9de7a
lunacy.svg,Lunacy,https://icons8.com/lunacy,"A free design software that comes with built-in graphics and AI tools to help streamline your workflow. The software includes features like auto layouts, Figma import, and other tools to increase productivity.",無料のデザインソフトウェアには、グラフィックスやAIツールを組み込んで、ワークフローをスタートアップするのに役立つ機能が搭載されています。ソフトウェアには、オートレイアウト、Figmaインポートなど、生産性を高めるツールが含まれています。,"Graphic, AI , Workflow","AI,Image,Illustration","Apple, Windows, Browser",Free,64761102ba22fed734b9de7a
gridzzly.svg,Gridzzly,http://gridzzly.com/,A free and easy-to-use tool for creating custom grid paper printables.,無料で使いやすいツールを使用してカスタムグリッドペーパープリントを作成できます。,"Grid, Paper, Printable, Custom",Others,Browser,Free,64761102ba22fed734b9de7a
layoutit.svg,Layoutit,https://grid.layoutit.com/,A free interface builder for CSS Grid & Bootstrap for your front-end developments.,フロントエンド開発のための無料のインターフェースビルダーであるCSS Grid＆Bootstrapです。,"Interface,CSS, Grid, Bootstrap","Others,Website",Browser,Free,64761102ba22fed734b9de7a
pidoco.svg,Pidoco,https://pidoco.com/en,A wireframing software that lets you quickly create click-through wireframes and interactive UX prototypes.,クリックして移動するワイヤーフレームとインタラクティブなUXプロトタイプをすばやく作成できるワイヤーフレームソフトウェア,"Wireframing,Interactive, UX","UX Design,Productivity",Browser,Freemium,64761102ba22fed734b9de7a
flowmapp.svg,FlowMapp,https://www.flowmapp.com/,"An online sitemap, and user flows tool. It helps its users to design and plan user experiences properly.",オンラインサイトマップとユーザーフローツール。それはユーザーがユーザーエクスペリエンスを適切に設計し計画するのを助けます。,"Sitemap, User Flow, Planning","UX Design,Productivity",Browser,Freemium,64761102ba22fed734b9de7a
lucidchart.svg,Lucidchart,https://www.lucidchart.com/pages/,"an online tool for creating diagrams, flow charts, sitemaps, and many other things.",オンラインツールを使用して、図表、フローチャート、サイトマップなどを作成できます。,"Diagram, Flow chart, Sitemaps","UX Design,Others",Browser,Freemium,64761102ba22fed734b9de7a
logrocket.svg,Logrocket,https://logrocket.com/,"A tool to record what users do on your site. In that way, you can clone bugs and fix issues faster.",サイトを使用したユーザーの操作を記録するツール。この方法で、バグを複製して問題をより迅速に修正できます。,"Record, User, Site, Bugs","UX Design,Productivity",Browser,Freemium,64761102ba22fed734b9de7a
pixelsnap.svg,Pixelsnap,https://getpixelsnap.com/,Helps you measure everything on your screen. It is a useful visual debugging tool.,画面上のすべてを測定するのに役立ちます。有用な視覚的デバッグツールです。,"Screen, Measure, Visual","UI Design,Productivity",Apple,Paid,64761102ba22fed734b9de7a
colorffy.svg,Colorffy,https://colorffy.com/,"a free-to-use tool to get CSS, images, and UI previews. You can also build your gradient by using this gradient tool easily.",このグラデーションツールを使用して、簡単にCSS、イメージ、およびUIプレビューを取得できます。また、このグラデーションツールを使用してグラデーションを構築することもできます。,"CSS Image, UI, Preview, Gradient","Color,Image",Browser,Freemium,64761102ba22fed734b9de7a
pichon.svg,Pichon,https://icons8.com/app/macos,"A desktop app that gives you a growing collection of free high-quality photos, icons and illustrations.",デスクトップアプリで、無料で高品質の画像、アイコン、イラストを蓄積していく機能を提供します。,Desk App,Icon,"Apple,Windows",Free,64761102ba22fed734b9de7a
nucleo.svg,Nucleo,https://nucleoapp.com/,Nucleo is a free icon manager for Mac and Windows.,ヌクレオはMacおよびWindows用の無料のアイコンマネージャーです。,"Icon, Manager",Icon,Apple,Paid,64761102ba22fed734b9de7a
favicongenerator.svg,Favicon Generator,https://favicon.io/,"The only favicon generator you need for your next project. Quickly generate your favicon from text, image, or choose from hundreds of emojis.",あなたの次のプロジェクトに必要な唯一のファビコンジェネレーター。テキスト、画像、または数百のエモojiから素早くファビコンを生成します。,"Favicon, Generator, Image",Icon,Broswer,Free,64761102ba22fed734b9de7a
loaf.svg,Loaf,https://getloaf.io/,An animated SVG icon editor.,アニメーション付きSVGアイコンエディター,"Animation, SVG, Icon, Editor",Icon,"Apple,Windows",Freemium,64761102ba22fed734b9de7a
onlineiconeditor.svg,Online Icon Editor,https://iconscout.com/svg-editor,SVG Editor: Customize Vector Icons and Illustrations,SVGエディター：ベクターアイコンとイラストをカスタマイズ,"SVG, Editor, Customize, Vector",Icon,Broswer,Free,64761102ba22fed734b9de7a
iconsvg.svg,ICONSVG,https://iconsvg.xyz/,A tool to simplify the process of finding and generating common icons for your project.,プロジェクトでよく使うアイコンを見つけて生成するプロセスを簡単にするツール,"Generater, Icon",Icon,Broswer,Free,64761102ba22fed734b9de7a
accomplice.svg,Accomplice,https://accomplice.ai/,Accomplice is an AI-powered graphic design and illustration editor. Create amazing design assets in a sentence. Describe what you need and let the AI do the rest. A great and simple way to get beautiful assets for websites,協力者は、AIを使用したグラフィックデザインとイラスト編集ツールです。素晴らしいデザインアセットを作成し、必要なものを説明してAIに任せてください。ウェブサイト、アプリ、プレゼンテーションなどに美しいアセットを簡単に取得する方法です。,"Illustration, Editor, AI, Assets",Illustration,Broswer,Freemium,64761102ba22fed734b9de7a
doodleipsum.svg,Doodle Ipsum,https://doodleipsum.com/,"A free tool that generates placeholder illustrations! Inspired by the concept of Lorem Ipsum, this tool helps developers easily generate placeholder illustrations with just one line of code.",無料のツールでプレースホルダーイラストを生成！Lorem Ipsumのコンセプトにインスパイアされたこのツールは、開発者が1行のコードでプレースホルダーイラストを簡単に生成できるようにします。,"Generater, Placeholder, Illustration",Illustration,Broswer,Free,64761102ba22fed734b9de7a
vpaint.svg,VPaint,https://www.vpaint.org/,"An open-source vector graphics editor that will change the way you design 2D animation. Although still a prototype, VPaint lets you draw shapes that can have shared boundaries and are intuitively sculpted.",オープンソースのベクターグラフィックスエディターで、あなたが2Dアニメーションを設計する方法を変えます。プロトタイプであるにもかかわらず、VPaintは共有された境界を持つ形状を描くことができ、直感的に彫刻されます。,"Vector, Graphic, Editor, 2D Animation",Illustration,"Apple,Windows,Linux",Free,64761102ba22fed734b9de7a
pxl.svg,pxl,https://pxl.netlify.app/,"React app for drawing pixel art. Create CSS pixel illustrations with a wide set of parameters.Export them as SVG, PNG, CSS and add to your projects.",アクセサリーや服、キャラクターなど、さまざまなものをピクセルアートで描くことができるアプリです。幅広いパラメーターを使用してCSSピクセルイラストを作成し、SVG、PNG、CSSとしてエクスポートして、プロジェクトに追加できます。,"React, App,Pixel Art, CSS",Illustration,Broswer,Free,64761102ba22fed734b9de7a
itg.digital.svg,ITG.digital,https://itg.digital/,"Create custom illustrations in a few clicks using our online builder ITG.Digital - more than 1,500 vector illustrations and 1,000,000 unique combinations",カスタムイラストをクリックして数秒で作成できます。オンラインビルダーを使用してください。ITG.Digital - 1500以上のベクターイラストと100万種類の組み合わせがあります。,"Illustration, Custom, Digital, Combination",Illustration,Broswer,Freemium,64761102ba22fed734b9de7a
vectorillustration.svg,Vector Illustration,https://icons8.com/mega-creator,Vector Illustration Creator is a free app to make vector illustrations directly in your browser.,ベクターイラスト作成者は、ブラウザで直接ベクターイラストを作成する無料アプリです。,"App, Vector, Illustration, Creator",Illustration,Broswer,Freemium,64761102ba22fed734b9de7a
stubborngenerator.svg,Stubborn Generator,https://stubborn.fun/,A free illustration generator that will help you create a unique story for your project. This pack includes 25 characters and 50 background objects that can be customised using Sketch or Figma.,このパックには、スケッチやフィグマを使ってカスタマイズできる25人のキャラクターと50種類の背景オブジェクトが含まれています。これらを使って独自の物語を作成するのに役立つ無料の絵文字ジェネレーターです。,"Illustration, Generator, Story,Sketch",Illustration,Broswer,Free,64761102ba22fed734b9de7a
fixcontrast.svg,Fix Contrast,https://fixa11y.com/,A browser extension that automatically increases contrast on sites.,ブラウザの拡張機能で、サイトのコントラストを自動的に高めます。,"Browser, Extension, Contrast, Site",Color,Broswer,Free,64761102ba22fed734b9de7a
radix.svg,Radix,https://www.radix-ui.com/,"An open source component library optimized for fast development, easy maintenance, and accessibility. Just import and go—no configuration required.",コンポーネントライブラリのオープンソースは、開発の高速化、メンテナンスの簡単化、アクセシビリティを最適化しています。単にインポートして使用できます-設定は必要ありません。,"Library, Dev, Maintenance, Accessibility",UI Design,Broswer,Free,64761102ba22fed734b9de7a
stark.svg,Stark,https://www.getstark.co/,"The plugin to help you design and build products that are accessible, ethical, and inclusive.",アクセシビリティ、エシカル、インクルーシブな製品を設計・製造するためのプラグイン,"Plugin, Accessible, Ethical, Inclusive.","UX Design, Others",Broswer,Freemium,64761102ba22fed734b9de7a
contraste.svg,Contraste,https://contrasteapp.com/,Contraste is a simple app for checking the accessibility of text against the Web Content Accessibility Guidelines (WCAG).,コントラストは、Webコンテンツのアクセシビリティガイドライン（WCAG）に対するテキストのアクセシビリティを確認するための簡単なアプリです。,"Accessibility, App, Contraste, WCAG","Color,Others",Apple,Free,64761102ba22fed734b9de7a
colormorph.svg,Color Morph,https://www.color-morph.com/,Generate beautiful mesh gradients! Color Morph is a mesh gradient generator that will bring color into your backgrounds.,美しいメッシュグラデーションを生成しましょう！カラーモーフは、背景に色をもたらすメッシュグラデーション生成ツールです。,"Mesh, Gradient, Color, Morph, Generator","Color,Others",Broswer,Free,64761102ba22fed734b9de7a
css.gui.svg,CSS.GUI,https://components.ai/css-gui,"Create your own custom design tools without writing any code. Edit code examples, CSS presets, and manually tweak values. No code knowledge required and no more limits to creativity!",自分でデザインツールを作成し、コードを書くことなく自由に編集できます。コードの例、CSSのプリセット、手動で値を調整できます。コードの知識は必要ありません。創造力に制限はありません！,"Custom, Code, Creativity","NoCode,Others",Broswer,Free,64761102ba22fed734b9de7a
gradientart.svg,GradientArt,https://gra.dient.art/,"Create illustrations, patterns, icons and more with GradientArt! An advanced CSS gradient editor that will make your design process much easier. GradientArt comes with a Photoshop-like editor",画像、パターン、アイコンなどを作成してください。GradientArtは、あなたのデザインプロセスをより簡単にする上級CSSグラデーションエディタです。GradientArtには、コーディングなしでグラデーションを作成できるPhotoshopのようなエディタが付属しています。,"Pattern, Icon, Gradient editor","Illustration,Icon,Color",Broswer,Free,64761102ba22fed734b9de7a
glassmorphism.svg,Glassmorphism,https://hype4.academy/tools/glassmorphism-generator,Quickly generate glassmorphic CSS elements and simply add them to your websites and apps.,迅速にガラスモーフィックなCSS要素を生成し、それらを簡単にWebサイトやアプリに追加します。,"Glassmorphic,CSS, Element, Generator, App","NoCode,Others",Broswer,Free,64761102ba22fed734b9de7a
cssbackgroundpatterns.svg,CSS Background Patterns,https://www.magicpattern.design/tools/css-backgrounds,"After the release of Magic Patterns, Jim Raptis now brings CSS background patterns to a new level. Pick a pattern and customize it to suit your projects! You can change colors, spacing, opacity, and more.",マジックパターンのリリース後、ジム・ラプティスは、新しいレベルのCSSバックグラウンドパターンをもたらします。パターンを選んで、プロジェクトに合わせてカスタマイズしてください。色、スペース、不透明度などを変更できます。,"Generator,CSS, Background, Pattern","NoCode,Others",Broswer,Free,64761102ba22fed734b9de7a
eazycss.svg,EazyCSS,https://eazycss.com/,"EazyCSS is a CSS browser extension that lets you visually edit any website design. Make your changes, view them, and get the CSS code right after.","EazyCSSは、ウェブサイトのデザインを視覚的に編集できるCSSブラウザ拡張機能です。 変更を加えてみて、それらを表示し、CSSコードをすぐに取得しましょう。","CSS, Browser, Extension, Visual","Others,Website",Broswer,Free,64761102ba22fed734b9de7a
webstudio.svg,Web Studio,https://webstudio.is/,"Similar to Webflow, Webstudio visually translates CSS without obscuring it, giving designers superpowers that were exclusive to developers in the past.",Webflowと同様に、WebstudioはCSSを視覚的に翻訳して、過去には開発者にのみ存在していた超能力をデザイナーに与えます。,"Webflow, Webstudio,CSS","NoCode,Website",Browser,Freemium,64761102ba22fed734b9de7a
frontitude.svg,Frontitude,https://write.frontitude.com/,"Craft consistent UX copy, without the hassle Write engaging and consistent UX copy effortlessly with the power of AI, without leaving Figma.",FigmaでAIの力を借りて、ハassleをかけずにエンゲージングで一貫したUXコピーを書きましょう。,"Consistent, UX, Copy, AI","UX Design,Others",Broswer,Free,64761102ba22fed734b9de7a
figr.svg,Figr,https://figr.design/,"Get Editable Designs of Top Apps Fast-track your design process with our collection of editable Figma templates for popular apps",トップアプリのエディタブルなデザインを取得して、デザインプロセスを加速しましょう。,"Editer,App, Figma","UI Design,Others",Broswer,Free,64761102ba22fed734b9de7a
couverture.svg,Couverture,https://ixeau.com/couverture/,"Create custom easing curves for your animations! Couverture is an easing curve editor that helps enhance your animations in apps, mockups and websites. Edit and preview in real time and add the perfect change rate to your animations!",アニメーションにカスタムイージングカーブを作成しましょう！ Couvertureは、アプリ、モックアップ、ウェブサイトのアニメーションを強化するのに役立つイージングカーブエディタです。 リアルタイムで編集とプレビューを行い、アニメーションに最適な変化率を追加しましょう！,"Custom, Easing, Editor, Animation",Animation,Apple,Paid,64761102ba22fed734b9de7a
blob.svg,Blob,https://blobanimation.com/,"Make blob animations without any CSS. Blob Animation, as the name says, generates amazing blob animations that you can use on your websites or apps.",CSSを使用しないでブロブアニメーションを作成します。 Blob Animationは、名前の通り、あなたのウェブサイトやアプリに使用できる素晴らしいブロブアニメーションを生成します。,"Blob, Animation,CSS",Animation,Broswer,Free,64761102ba22fed734b9de7a
rive.svg,Rive,https://rive.app/,A real-time animation tool made with collaboration and performance in mind.,共同作業とパフォーマンスを考慮したリアルタイムアニメーションツール,"Animation, Collaboration","Animation,Productivity","Apple,Windos",Freemium,64761102ba22fed734b9de7a
float.svg,Float,https://galshir.com/float,"A cool animation app that turns static layers into movement, so you can present your art in a new, unique way.",スタティックなレイヤーを動きに変えるクールなアニメーションアプリで、あなたのアートを新しくユニークな方法で提示できます。,"Animation, App,Movement",Animation,Brower,Paid,64761102ba22fed734b9de7a
protopie.svg,ProtoPie,https://www.protopie.io/,advanced prototyping tool for dynamic & multimodal interactions,高度な動的多モーダルインタラクションのためのプロトタイピングツール,"Prototype, Dynamic, Multimodal, Interaction","UI Design,Productivity,Animation,UX Design","Apple,Windos",Freemium,64761102ba22fed734b9de7a
jitter.svg,Jitter,https://jitter.video/,Easily design stunning animated content and interfaces.,簡単に見事なアニメーションコンテンツやインターフェースをデザインできます。,"Stunning, Animation, Content",Animation,Brower,Freemium,64761102ba22fed734b9de7a
flow.svg,Flow,https://createwithflow.com/,"Animation tools and production-ready code. That’s what Flow is all about. An intuitive way to import and animate your Sketch designs. Flow let’s you export your animations to Lottie, aSVG, iOS, HTML and React.",アニメーションツールと生産用コード。これがフローのすべてです。スケッチのデザインをインポートしてアニメーション化する直感的な方法。フローは、Lottie、aSVG、iOS、HTML、Reactにアニメーションをエクスポートすることを可能にします。,"Animation, Code, Flow","NoCode,UX Design,Animation",Brower,Freemium,64761102ba22fed734b9de7a
svgartista.svg,SVG Artista,https://svgartista.net/,"SVG Artista helps you animate stroke and fill properties in SVG images, with plain CSS code. It supports path, line, polyline, rect, circle, ellipse and polygon elements.",SVG Artistaは、SVG画像のストロークとフィルのプロパティをプレーンCSSコードでアニメーション化するのに役立ちます。パス、ライン、ポリライン、レクト、サークル、エリーゼ、ポリゴン要素をサポートしています。,"Svg, Animater,CSS","Animation,NoCode",Brower,Freemium,64761102ba22fed734b9de7a
svgator.svg,Svgator,https://www.svgator.com/,"The Easiest Way to Animate SVG.  Discover the ultimate SVG animation platform - animate illustrations, logos, icons, and more. No coding skills required.","最も簡単な方法でSVGをアニメーション化する。 アニメーション化する最良のSVGプラットフォームを発見してください-イラスト、ロゴ、アイコンなどをアニメーション化します。コーディングスキルは必要ありません。","SVG, Animation, Illustration, Logo","Animation, Illustration,Icon",Brower,Freemium,64761102ba22fed734b9de7a
principle.svg,Principle,https://principleformac.com/,Principle makes it easy to design animated and interactive user interfaces. Whether you’re … You can also export a standalone Mac app for others to view.,原則は、アニメーションやインタラクティブなユーザー インターフェースを設計することを容易にします。あなたが ... また、他の人が見るためにスタンドアロンのMacアプリをエクスポートすることもできます。,"Principle, Animation, UI, Export","UI Design, UX Design,Animation",Apple,Paid,64761102ba22fed734b9de7a
origami.svg,Origami,https://origami.design/,"Design, animate, and prototype. All-in-one. Download Origami Studio Watch Tutorial.",デザインして、アニメーションして、プロトタイプを作ることができます。 Origami Studioをダウンロードしてチュートリアルを見てください。,"Animate, Prototype","UI Design, UX Design,Animation",Apple,Free,64761102ba22fed734b9de7a
kitecompositor.svg,Kite Compositor,https://kiteapp.co/,A UI animation and prototyping application for Mac & iOS. Visually drag and drop layers to build complex interfaces on a WYSIWYG canvas. Add animations and tune them with the integrated timeline.,Mac & iOS用のUIアニメーションとプロトタイピングアプリ。視覚的にレイヤーをドラッグ＆ドロップして、WYSIWYGキャンバス上に複雑なインターフェースを構築。アニメーションを追加し、統合されたタイムラインでチューニングできます。,"UI, Animation, Prototype, iOS","Animation,UI Design",Apple,Paid,64761102ba22fed734b9de7a
flinto.svg,Flinto,https://www.flinto.com/,A Mac app used by top designers around the world to create interactive and animated prototypes of their app designs.,世界のトップデザイナーがアプリのデザインのインタラクティブでアニメーション化されたプロトタイプを作成するために使用するMacアプリ。,"Interactive, Animation, Prototype","UI Design, UX Design,Animation",Apple,Paid,64761102ba22fed734b9de7a
uizard.svg,Uizard,https://uizard.io/,An AI-powered wireframing tool that enables anyone to quickly and effortlessly create interactive prototypes for web and mobile apps without all the noise and complexities of traditional design software.,AIを使用したワイヤーフレームツールで、伝統的なデザインソフトウェアの様々な雑音と複雑さを伴うことなく、誰でも素早く簡単にウェブやモバイルアプリのインタラクティブなプロトタイプを作成できます。,"AI-powered, Wireframing, Prototype","UX Design,Productivity,AI",Brower,Freemium,64761102ba22fed734b9de7a
noodl.svg,Noodl,https://www.noodl.net/,"Accelerate Development with Scalable Low-Code Powered by AI",AIを活用したスケーラブルなローコードによる開発加速,"Accelerate, Dev, Scalable, AI","NoCode,AI","Apple,Windos",Free,64761102ba22fed734b9de7a
sympli.svg,Sympli,https://sympli.io/,"Cloud-based & on-premise version control and handoff tools for frictionless design collaboration",クラウドベースのバージョン管理とオンプレミスのハンドオフツールを使用した摩擦のないデザインコラボレーション,"Version Control, Handoff, Collaboration",Productivity,Apple,Paid,64761102ba22fed734b9de7a
fronty.svg,Fronty,https://fronty.com/,"an AI powered image to HTML converter! The tool works with both HTML and CSS, so you can easily turn your images into real websites. No need for coding skills, as the code is generated by AI. Besides that, you can fully manage your site on the platform.","このツールは、HTMLとCSSの両方で動作しますので、画像を簡単にウェブサイトに変換できます。 コーディングスキルは不要です。コードはAIによって生成されます。 それに加えて、プラットフォームでサイトを完全に管理できます。","AI, Image, HTML,CSS, Code","AI,Image",Brower,Freemium,64761102ba22fed734b9de7a
kodika.svg,Kodika,https://kodika.io/,"Build iOS and Android apps with Drag and Drop! A no code app maker that simplifies mobile app development","iOSとAndroidのアプリをドラッグアンドドロップで作成しましょう！ モバイルアプリ開発を簡素化するノーコードアプリメーカーです。","Mobile, Dev, iOS, Android","NoCode,UI Design,App",Apple,Freemium,64761102ba22fed734b9de7a
zeroheight.svg,Zeroheight,https://zeroheight.com/,"Document your design system, together. creates a central hub for designers, engineers, product and marketing teams. Connect everyone with your design system and make your whole org happier","ドキュメント化されたデザインシステムを共に作成しましょう。デザイナー、エンジニア、プロダクトチーム、マーケティングチームを繋ぎましょう。 皆がハッピーになるデザインシステムを作りましょう。","System, Collaboration, Organization",Productivity,Brower,Freemium,64761102ba22fed734b9de7a
marvel.svg,Marvel,https://marvelapp.com/,"Turn sketches, mockups and designs into web, iPhone, iOS, Android and Apple Watch app prototypes. Rapid prototyping, testing and handoff for modern design teams","スケッチ、モックアップ、デザインをWeb、iPhone、iOS、Android、Apple Watchアプリのプロトタイプに変換します。 迅速なプロトタイピング、テスト、およびモダンなデザインチームのハンドオフ","Prototype, Web, iOS, Android","UI Design, UX Design",Brower,Freemium,64761102ba22fed734b9de7a
