img,name,link,engDescription,jpDescription,tags,filterTag,category_id
unicornicons.svg,Unicorn Icons,https://unicornicons.com/,"100+ playful animated icons. Customize colours, stroke width, background and scale. Available in JSON and SVG format.",100以上の楽しいアニメーションアイコン。色、線幅、背景、スケールをカスタマイズできます。JSONおよびSVG形式で利用可能です。,"Animation, Icon, Customize, JSON, SVG","Icon,Animation",64761222ba22fed734b9de7d
unprofound.svg,Unprofound,http://www.unprofound.com/,Curated collection of free stock photos for personal and commercial use.,私たちのカタログは、個人および商用目的のための無料のストックフォトのカタログです。,"Stock, Image",Image,64761222ba22fed734b9de7d
unsplash.svg,Unsplash,https://unsplash.com/,"A popular platform with a vast collection of high-resolution, free-to-use photos.",高解像度の無料使用写真の膨大なコレクションを持つ人気のプラットフォームです。,Image,Image,64761222ba22fed734b9de7d
useanimations.svg,useAnimations,https://useanimations.com/,"Animated icons in Lottie Framework for immediate implementation to your apps or websites. Explore animations","アニメーションアイコンをLottieフレームワークに直接導入して、アプリやウェブサイトにすぐに適用できます。アニメーションを探索してみましょう。","Animation, Icon, Lottie, App, Websites","Icon,Animation",64761222ba22fed734b9de7d
vecteezy.svg,Vecteezy,https://www.vecteezy.com/,"A platform offering free vector art, graphics, and illustrations.",無料のベクターアート、グラフィックス、イラストを提供するプラットフォーム,"Art, Graphic, Illustration","Image,Illustration",64761222ba22fed734b9de7d
vector4free.svg,Vector4Free,https://www.vector4free.com/,A platform offering a collection of free vector graphics for personal and commercial use.,素材として使えるベクターグラフィックスを無料で提供するプラットフォームです。,"Vector, Graphic","Image,Illustration",64761222ba22fed734b9de7d
vectorportal.svg,Vectorportal,https://www.vectorportal.com/,"A website offering a wide range of free vector graphics, icons, and illustrations.",幅広い無料のベクターグラフィックス、アイコン、そしてイラストを提供するウェブサイト,"Website, Vector, Graphic, Icon, Illustrations","Image,Illustration,Icon",64761222ba22fed734b9de7d
vectorstock.svg,VectorStock,https://www.vectorstock.com/,"A marketplace for royalty-free vector graphics, illustrations, and icons.",ロイヤリティフリーのベクターグラフィック、イラスト、アイコンのマーケットプレイス,"Marketplace, Vector, Illustration, Icon","Image,Illustration,Icon",64761222ba22fed734b9de7d
velvetyne.svg,Velvetyne,https://velvetyne.fr/,Collaborative type foundry with open-source fonts,共同作成型フォントファクトリーを開放ソースフォントで,"Collaborative, Type, Foundry, Font",Font,64761222ba22fed734b9de7d
visualhunt.svg,Visual Hunt,https://visualhunt.com/,A search engine for finding free stock photos from various sources.,様々なソースから無料のストックフォトを検索するための検索エンジン。,"Search, Engine, Stock, Images",Image,64761222ba22fed734b9de7d
vzyicons.svg,Vzy Icons,https://icons.vzy.co/,"1000+ SVG icons for all your projects. Customise and download on your desktop.","1000以上のSVGアイコンを、あなたのプロジェクトにご利用いただけます。デスクトップでカスタマイズしてダウンロードできます。","SVG, Icon,Customise",Icon,64761222ba22fed734b9de7d
webfx.svg,WebFX ,https://www.webfx.com/web-design/color-picker/,Generate color schemes for website design,色のスキームをウェブサイトのデザインに生成します。,"Color, Scheme, Website",Color,64761222ba22fed734b9de7d
webgradients.svg,WebGradients,https://webgradients.com/,Collection of gradients for web design projects,Webデザインプロジェクトのグラデーション集,"Gradient, Web",Color,64761222ba22fed734b9de7d
wordmark.svg,Wordmark,https://wordmark.it/,Preview and compare fonts on your own text,自分のテキストでフォントをプレビューして比較する,"Preview, Compare, Font",Font,64761222ba22fed734b9de7d
zapsplat.svg,ZapSplat,https://www.zapsplat.com,"Large library of royalty-free sound effects and music, with a focus on quality and variety.",無料のサウンド効果と音楽の大規模なライブラリーを備え、品質とバラエティーに焦点を当てています。,"Library, Sound Effect, Music",Audio,64761222ba22fed734b9de7d
lovelyui.svg,Lovely UI,www.lovelyui.com,A collection of UI Design elements,UIデザイン要素のコレクション,"UI, Element","UI Design, App",64761222ba22fed734b9de7d
uplabs.svg,Uplabs,www.uplabs.com,"UpLabs is the place to find high-quality design resources for designers, creative agencies and developers",デザイナー、クリエイティブエージェンシー、開発者のための高品質なデザインリソースを見つける場所です。,Resource,"UI Design, Web Desgin",64761222ba22fed734b9de7d
grabient.svg,Grabient,https://www.grabient.com/,Create and adjust your gradient according to your website’s style. It is a free-to-use tool with a functional user interface.,ウェブサイトのスタイルに合わせてグラデーションを作成し調整してください。それはユーザーインターフェースの機能的な使用ツールです。,"Website, Gradient, Style",Color,64761222ba22fed734b9de7d
iconstore.svg,Iconstore,https://iconstore.co/,A free vector icon library with a rich collection. Icons in this platform can be used for both commercial and personal projects.,フリーベクターアイコンライブラリーでは、豊富なコレクションのアイコンを使用できます。このプラットフォームのアイコンは、商用および個人プロジェクトで使用できます。,"Vector, Icon, Library",Icon,64761222ba22fed734b9de7d
tildaicons.svg,Tilda Icons,https://tilda.cc/free-icons/,"Free icon platform for landing pages. You can download more than 700 vector icons gathered in 43 sets for your project designs.",無料のアイコンプラットフォームをダウンロードして、ランディングページに使用できます。 43セットに収集された700以上のベクターアイコンをダウンロードできます。,"Icon, LP",Icon,64761222ba22fed734b9de7d
absurddesign.svg,Absurd Design,https://absurd.design/,a free illustration platform with unique designs that you can choose illustrations for your next project.,あなたの次のプロジェクトのためにイラストを選ぶことができるユニークなデザインのフリーイラストプラットフォームです。,Illustration,Illustration,64761222ba22fed734b9de7d
iradesign.svg,IRA Design,https://iradesign.io/,Create SVG and PNG formatted illustrations if you have no design knowledge.,SVG と PNG 形式の絵を作成してください。もしデザインの知識がない場合は。,"SVG, PNG, Illustration",Illustration,64761222ba22fed734b9de7d
lukaszadam.svg,Lukaszadam,https://lukaszadam.com/illustrations/,Offers free vector art illustrations and icons for different use cases.,無料のベクターアート絵画やアイコンを提供しています。,"Vector, Art, Illustration, Icon","Illustration,Icon",64761222ba22fed734b9de7d
manypixels.svg,ManyPixels ,https://www.manypixels.co/gallery,Royalty-free illustrations in PNG and SVG formats. You can download their collections for free.,無料でPNGとSVGフォーマットの王室写真をダウンロードできます。,"Illustration, PNG, SVG",Illustration,64761222ba22fed734b9de7d
humaaans.svg,Humaaans,https://www.humaaans.com/,A free illustration library. It can be used to mix and match the illustrations of people with rich customization options and ready-to-use templates.,無料の絵文字ライブラリーです。豊富なカスタマイズオプションと使いやすいテンプレートを使って、人々の絵文字をミックスマッチすることができます。,"Library, Illustration, Customization",Illustration,64761222ba22fed734b9de7d
opendoodles.svg,Open Doodles ,https://www.opendoodles.com/,"a collection of illustrations made by Pablo Stanley. It is a free-to-use tool, and illustrations can be customized, shared, and redrawn according to various needs.","Pablo Stanleyによるイラスト集です。無料で使用でき、イラストはカスタマイズ、共有、再描画などに使用できます。",Illustration,Illustration,64761222ba22fed734b9de7d
ouch.svg,Ouch,https://icons8.com/illustrations,"A wide range of illustrations that can be used in personal and professional projects.It is a free-to-use tool that allows users to customize illustrations in Mega Creator.","幅広い絵を使用して、個人およびプロジェクトで使用できます。無料で使用でき、ユーザーはメガクリエイターで絵をカスタマイズできます。","Illustration,Creator",Illustration,64761222ba22fed734b9de7d
futicons.svg,Futicons,https://futicons.com/,"A beautiful icon pack, specifically designed for niche segments",Futiconは、ニッチセグメントのために特別に設計された美しいアイコンパックです。,"Icon, Pack, Niche, Segment",Icon,64761222ba22fed734b9de7d
3dicons.svg,3D Icons,https://www.3dicons.com/,An updated version of Iconshock's previous 3D icon library.,アイコンショックの前の3Dアイコンライブラリーのアップデートバージョン。,"Icon, 3D, Library, Version",Icon,64761222ba22fed734b9de7d
freeicons.svg,Freeicons,https://www.iconshock.com/freeicons/,"A library of over 100 thousand open-source icons. This icon pack compiles every open-source icon on the web, tags it and optimizes it.",10万以上のオープンソースアイコンのライブラリ。このアイコンパックは、Web上のすべてのオープンソースアイコンをコンパイルし、タグ付けし、最適化します。,"Library,Icon, Web, Optimizer",Icon,64761222ba22fed734b9de7d
epicons.svg,Epicons,https://www.epicons.co/,A set of pixel-perfect line and solid icons. Epicons includes over 2000 high-quality icons that will give your mobile and web projects that modern UI look.,ピクセル揃いのラインとソリッドのアイコンセットであるEpiconsは、モダンなUIルックをもたらす2000以上の高品質のアイコンを含んでいます。,"Icon, Epicon, Pixel-perfect",Icon,64761222ba22fed734b9de7d
morflaxmesh.svg,Morflax Mesh,https://morflax.com/mesh,"Design 3D illustrations in seconds! With Morflax Mesh you can create compelling 3D visual content, from icons, elements and more.",3Dアイコン、要素、その他を瞬時にデザイン！モーフラクスメッシュを使用すれば、強力な3Dビジュアルコンテンツを作成できます。,"3D, Illustration, Morflax Mesh, Visual",Icon,64761222ba22fed734b9de7d
macosiconpack.svg,MacOS Icon Pack,https://www.krijnrijshouwer.com/icons,"A custom MacOS icon pack to unify your dock. The icons are beautifully designed, created for UI consistency.",MacOS用のカスタムアイコンパックを使用して、あなたのドックを統一します。アイコンは美しくデザインされ、UIの一貫性のために作成されています。,"macOS, Icon pack, Dock, UI",Icon,64761222ba22fed734b9de7d
notionicons.svg,Notion Icons,https://notionicons.simple.ink/,A simple icon pack specifically built for Notion. Click the icon you like and paste it in your document. ,Notion用のシンプルなアイコンパック。お好みのアイコンをクリックして、ドキュメントに貼り付けてください。,"Icon, Pack, Notion, Simple",Icon,64761222ba22fed734b9de7d
untitleduiicons.svg,Untitled UI Icons,https://www.untitledui.com/icons,"A high quality icon library for Figma. Find 1,100+ essential icons for free - you can upgrade for 3,500+ icons including duocolor and duotone.","Figma用の高品質アイコンライブラリ。無料で1,100種類以上のアイコンを見つけることができます-3,500種類以上のアイコン（デュオカラーとデュオトーン）を購入することもできます。","Figma, Icon, Library",Icon,64761222ba22fed734b9de7d
3dicons.svg,3dicons,https://3dicons.co/,Beautifully crafted open source 3D icons for your projects – 100% free for commercial and personal use!,美しくクラフトされたオープンソースの3Dアイコンを、プロジェクトに無料で使用できます。,"Crafted, 3D Icon",Icon,64761222ba22fed734b9de7d
iconshock.svg,Iconshock,https://www.iconshock.com/,"Over 2 million icons, more than 400 icon sets in more than 30 styles!",2つのミリオンのアイコン、30スタイルの400アイコンセット以上！,"Icon, Set, Style",Icon,64761222ba22fed734b9de7d
3diconspack.svg,3D Icons Pack,https://prototypr.io/toolbox/3d-icons-pack,"An awesome 3D Icon Designs, that is, a collection of 2050 icons in Ultra HD resolution (4k), so you can use them on any scale you need them on.",素晴らしい3Dアイコンデザイン、つまり、超高解像度（4k）の2050個のアイコンのコレクションです。必要な場合はどんな規模でも使用できます。,"Icon, 3D, Ultra HD, Resolution",Icon,64761222ba22fed734b9de7d
iconduck.svg,Iconduck,https://iconduck.com/,"306,874 free open source icons & illustrations",30万以上無料のオープンソースのアイコンとイラスト,"Icon, Illustration",Icon,64761222ba22fed734b9de7d
macosappicons.svg,macOS App icons,https://macosicons.com,Replacement icons for popular apps in the style of macOS Big Sur. Fully open source to encourage the community to contribute to the project.,人気のアプリのアイコンをmacOS Big Surスタイルに置き換えました。コミュニティがプロジェクトに貢献することを奨励するために完全にオープンソースです。,"Icon,  App, macOS Big Sur",Icon,64761222ba22fed734b9de7d
radixicons.svg,Radix Icons,https://www.radix-ui.com/icons,"An open-source, crisp set of 15×15 icons designed by the Modulz team. Import them into your React project, download in SVG, open in Figma, download for Sketch, OpenJar, and more.",オープンソースの、Modulzチームによって設計された15×15のアイコンセット。 Reactプロジェクトにインポートして、SVGでダウンロードして、Figmaで開くか、Sketch、OpenJarなどでダウンロードしてください。,"Icon, React, SVG",Icon,64761222ba22fed734b9de7d
radicalicons.svg,Radical Icons,https://radicalicons.com/,"A growing library of radical, hand-drawn SVGs",当社のウェブプロジェクト用に拡大している手書きのSVGライブラリ,"Radical, Hand-drawn, SVG, Library",Icon,64761222ba22fed734b9de7d
iconhub.svg,Iconhub,https://iconhub.io/,Stunning icons for everyone! Add awesome icons to your designs and customize them.,素晴らしいアイコンをみんなに！あなたのデザインに素晴らしいアイコンを追加してカスタマイズしましょう。,"Icon, Customize",Icon,64761222ba22fed734b9de7d
macosbigsur.svg,macOS Big Sur,https://bigsuricons.webflow.io/,Original PNG icons from the macOS Big Sur. Work on iOS14. These icons have been taken directly from the latest beta of the operating system!,これらのアイコンは、オペレーティングシステムの最新ベータから直接取得しました！,"macOS, Big Sur, Icon",Icon,64761222ba22fed734b9de7d
fluentsystem.svg,Fluent System,https://icons8.com/l/fluency-system/,Regular and filled Microsoft style icons for your UI design projects. Available in PNG and SVG. Free for a link. ,マイクロソフトスタイルのアイコンを使用したUIデザインプロジェクト用の無料のPNGとSVGのアイコンです。,"Icon, UI Microsoft, Style, PNG",Icon,64761222ba22fed734b9de7d
shape.svg,Shape,https://shape.so/,"Includes 36,600+ assets, full access to app, and upgrades for one year. Price will increase as library grows.","これには36,600以上のアセット、アプリへの完全アクセス、そして1年間のアップグレードが含まれます。ライブラリが成長するにつれて価格は上昇します。","Asset, Acces, App",Icon,64761222ba22fed734b9de7d
heroicons.svg,Heroicons,https://heroicons.com/,"Beautiful hand-crafted SVG icons, by the makers of Tailwind CSS.",美しい手工芸SVGアイコンは、Tailwind CSSの製造者によって作られています。,"Hand-crafted, SVG, Icon, Tailwind CSS",Icon,64761222ba22fed734b9de7d
discipline.svg,Discipline,https://ravenyu.com/discipline,macOS with this Big Sur icon pack made up of 100+ icons! Every app icon has been crafted using Apple’s official template.,macOS用のBig Surアイコンパックで100以上のアイコンを作成しました！ 各アプリアイコンは、Appleの公式テンプレートを使用して作成されています。,"BigSur, macOS, Icon",Icon,64761222ba22fed734b9de7d
lineicons.svg,Line Icons,https://lineicons.com/,"8400+ Handcrafted SVG Icons for Designers and Developers with Free CDN, Multiple Variations, Figma Plugin, Icon Editor and More",8400以上のハンドクラフトSVGアイコンをデザイナーと開発者向けに無料CDN、複数バリエーション、Figmaプラグイン、アイコンエディターなどで提供しています,"Icon, SVG,CDN",Icon,64761222ba22fed734b9de7d
flaticons.svg,Flat Icons,https://flat-icons.com/,"A library of flat icons with over 20,000 elements, including free and premium options. It includes formats like AI, EPS, SVG, PDF, PNG & IconJar. This way, you have all flexibility to work with the tools you want.","このライブラリーは、フラットアイコンのコレクションで、20,000個以上の要素を持ち、無料のものやプレミアムオプションもあります。フォーマットは、AI、EPS、SVG、PDF、PNG、IconJarなどがあり、あなたが使いたいツールで作業することができるようになっています。","Library, Flat Icon, Element",Icon,64761222ba22fed734b9de7d
gradientifyicons.svg,Gradientify Icons,https://www.iconshock.com/svg-icons/,An interactive free SVG icons pack specially made for gradient lovers!,インタラクティブな無料のSVGアイコンパックが、グラデーション愛好家のために特別に作られました！,"Interactive, SVG, Icon, Gradient",Icon,64761222ba22fed734b9de7d
simpleicons.svg,Simple Icons,https://simpleicons.org/,Free SVG icons for popular brands. Simple Icons is an open source project consisting of 100s of famous brands as vector icons.,ブランドのための無料SVGアイコン。シンプルアイコンは、100社以上の有名なブランドをベクトルアイコンとして持つオープンソースプロジェクトです。,"SVG, Icon, Brand, Simple",Icon,64761222ba22fed734b9de7d
lineawesome.svg,Line Awesome,https://icons8.com/line-awesome,"An open-source (yeah, free!) alternative to Font Awesome that includes over 1380 line icons. Choose your icons, copy and paste the code wherever you need it.",オープンソース（無料！）のフォントアイコンの代替案として、1380種類以上のラインアイコンを含むものがあります。アイコンを選択し、コードをコピーして、必要な場所に貼り付けます。,"Font, Alternative, Icon, Code",Icon,64761222ba22fed734b9de7d
milkicons.svg,Milk Icons,https://milkicons.com/,"Beautifully designed & animated icons. Choose from 3 different styles to best fit your design.","美しくデザインされたアニメーションアイコン。3つのスタイルから選択して、あなたのデザインに最適を提供します。","Animation, Icon, Styles",Icon,64761222ba22fed734b9de7d
flawwwless.svg,Flawwwless,https://ui.flawwwless.com/documentation/icon,"A great library of over 250 open-source React.js icons to use in your designs. Just click an icon and paste the code on your site or app.","250以上のオープンソースのReact.jsアイコンの大きなライブラリ。アイコンをクリックしてコードをサイトやアプリに貼り付けます。","Library, React, Icons",Icon,64761222ba22fed734b9de7d
icondrop.svg,Icondrop,https://iconscout.com/plugins/for-adobe-xd,"Access millions of design assets within Adobe XD Get icons, illustrations, 3D illustrations and Lottie animations with the IconScout plugin for Adobe XD. Create stunning prototypes fast, today.  ","Adobe XDでアイコン、イラスト、3Dイラスト、そしてLottieアニメーションを収集できます。アイコンスクートプラグインを使用して、今すぐ素晴らしいプロトタイプを作成しましょう。","AdobeXD, Asset, Plugin",Icon,64761222ba22fed734b9de7d
paperillustrations.svg,Paper Illustrations,https://iconscout.com/paper-illustrations,"Incredible set of paper illustrations absolutely free for both personal and commercial use",素晴らしい紙イラストセットは、個人および商用で完全無料です。,"Paper, Illustration",Icon,64761222ba22fed734b9de7d
joypixels.svg,Joy Pixels,https://joypixels.com/,A fun icon pack features 230 new emoji and over 1500 “remastered designs”.,230個の新しい絵文字と1500個以上の「リマスタードデザイン」が特徴的なアイコンパックです。,"Emoji, Icon pack",Icon,64761222ba22fed734b9de7d
dopeicon.svg,Dopeicon,https://www.dopeicon.com/,A high quality growing icon pack. We offer lifetime free update. With the icon pack growing the price will be increasing. You could buy now lock the lowest price.,高品質のアイコンパックを育てる。 無料でライフタイムアップデートを提供します。 アイコンパックの成長に伴い、価格が上昇します。 今すぐ購入して最低価格をロックできます。,Icon Pack,Icon,64761222ba22fed734b9de7d
ikonate.svg,Ikonate,https://ikonate.com/,"Customizable SVG icon set — change the color, size, stroke weight, corner style, and export as a set.",カスタマイズ可能なSVGアイコンセット-色、サイズ、ストロークウェイト、角スタイルを変更し、セットとしてエクスポートします。,"Customize, SVG, Icon, Set, Export",Icon,64761222ba22fed734b9de7d
potlabicons.svg,Potlab Icons,https://www.potlabicons.com/,"Carefully Animated SVG icons for your next Projects. The clean icon set you were looking for, ready to use in web, mobile development and wherever you want. ","アニメーションを綺麗にしたSVGアイコンを次のプロジェクトに使用してください。あなたが探していたクリーンなアイコンセットは、Web、モバイル開発、どこにでも使用できます。","Animation, SVG, Icon,Web",Icon,64761222ba22fed734b9de7d
icotar.svg,Icotar,https://icotar.com/,"Icotar generates simple, playful avatars for your app or website. Based on the lovable avatars from Yik Yak, each avatar consists of a colorful background and a recognizable symbol.",アイコターは、あなたのアプリやウェブサイト用の簡単で遊び心のあるアバターを生成します。Yik Yakから愛らしいアバターを基にしており、それぞれのアバターはカラフルな背景と認識しやすいシンボルから構成されています。,"Avatar, Play, Website, App",Icon,64761222ba22fed734b9de7d
zwicon.svg,Zwicon,https://www.zwicon.com/,"Handcrafted iconset for your next project. A fast and easy to use library of icons. ","手作りのアイコンセットを、次のプロジェクトに使ってください使いやすく、迅速なアイコンライブラリです。","Handcrafted, Iconset",Icon,64761222ba22fed734b9de7d
glyphicons.svg,Glyphicons,https://www.glyphicons.com/,"A precisely prepared monochromatic icons and symbols, created with an emphasis to simplicity and easy orientation.",簡素さと視認性を重視したモノクロのアイコンやシンボルを確かな準備で作成しました。,"Icon, Symbol, Monochromatic",Icon,64761222ba22fed734b9de7d
evaicons.svg,Eva Icons,https://akveo.github.io/eva-icons/,"Eva Icons is a pack of more than 480 beautifully crafted Open Source icons for common actions and items. Download our set on the desktop to use them in your digital products for Web, iOS and Android.",エバアイコンは、一般的なアクションやアイテム用に480点以上美しく作られたオープンソースアイコンのパックです。デスクトップでセットをダウンロードして、Web、iOS、Android用デジタル製品で使用してください。,"Pack, Icon, Digital",Icon,64761222ba22fed734b9de7d
pixelicons.svg,Pixel Icons,http://pixelicons.com/free-pack/,Pixel Icons have put together an awesome collection of 300 free icons for websites and apps.,ピクセルアイコンは、ウェブサイトやアプリ用の300種類の無料アイコンを集めました。,"Icon, Website, App",Icon,64761222ba22fed734b9de7d
digitalnomad.svg,Digital Nomad,https://digitalnomadicons.com/,"Digital Nomad Starter Icon Pack Lifestyle icon & emoji pack for your next project","デジタルノマドスターターアイコンパック次のプロジェクトに向けたライフスタイルアイコン＆絵文字パック","Digital Nomad, Starter, Icon, Pack",Icon,64761222ba22fed734b9de7d
diversityavatars.svg,Diversity Avatars,https://diversityavatars.com/,"200 avatars: A mixture of ethnicities, races and professions.",200人のアバター：民族、人種、職業などの混合。,"Ethnicitie, Race, Avatar",Icon,64761222ba22fed734b9de7d
spaceicons.svg,Space Icons,https://goodstuffnononsense.com/hand-drawn-icons/space-icons/,77 Free Space Icons hand crafted and vectorized,77素敵なフリースペースアイコンを手作りしてベクター化しました,"Icon, Space, Handcrafted, Vector",Icon,64761222ba22fed734b9de7d
thanksgiving.svg,Thanksgiving,https://iconscout.com/thanksgiving-design-assets,"Over 11,000 Thanksgiving Day clipart, icons, vector illustrations, 3D illustrations, and Lottie animations to create festive designs.","11,000以上の祝日クリップアート、アイコン、ベクターイラスト、3Dイラスト、そしてフェスティブなデザインを作成するためのLottieアニメーション。","Thanksgiving, Clipart, Vector",Illustration,64761222ba22fed734b9de7d
popsyillustrations.svg,Popsy Illustrations,https://popsy.co/illustrations,"Free vector illustrations for Notion and Popsy websites. Completely free to use, just add attribution to popsy.co.","無料のベクターイラストをNotionとPopsyのウェブサイト用に提供します。完全無料で使用できます。ただし、popsy.coへのアトリビューションを追加してください。","Vector, Illustration, Notion, Popsy",Illustration,64761222ba22fed734b9de7d
illustrationbuilder.svg,Illustration Builder,https://sliday.gumroad.com/l/illustrations-kit-for-figma,"Easily build illustrations in Figma. This illustration toolkit comes with over 300 components, including objects, backgrounds, characters, abstractions and more. Combine the different elements, explore possibilities",Figmaで簡単にイラストを描くことができます。このイラストツールキットには、オブジェクト、背景、キャラクター、抽象物など、300種類以上のコンポーネントが含まれています。異なる要素を組み合わせて、可能性を探索し、独自のイラストを作成してください。," Illustration, Figma, Components",Illustration,64761222ba22fed734b9de7d
storytale.svg,Storytale,https://storytale.io/,"A huge illustration pack that includes vector, 3D and raster scenes. A great way to add color and brightness to your projects.",3Dやベクター、ラスターのシーンを収録した大型イラストパック。プロジェクトにカラーと輝きを加える素晴らしい方法です。,"Illustration, Vector, 3D, Raster",Illustration,64761222ba22fed734b9de7d
illustrationlibrary.svg,Illustration Library,https://www.dotyeti.com/illustration-library/,"A free multipurpose illustration library. This pack of 150+ illustrations includes styles like flat, outline, base and gradient.",無料の多目的イラストライブラリー。このパックには、フラット、アウトライン、ベース、グラデーションなどのスタイルが150以上含まれています。,"Illustration, Library, Styles",Illustration,64761222ba22fed734b9de7d
thirddimension.svg,Third Dimension,https://tothethirddimension.com/,Free abstract 3D elements for designers and founders. 4K and web optimised. Pay a small amount to get the source files or have them customised to fit your project,"デザイナーと創業家のための無料のアブストラクト3D要素。 4KおよびWeb最適化。 小額を支払ってソースファイルを入手するか、プロジェクトに合わせてカスタマイズしてもらいましょう。","Abstract, 3D, Element",Illustration,64761222ba22fed734b9de7d
alter3dillustrations.svg,Alter 3D Illustrations,https://www.getillustrations.com/illustration-pack/alter-3d-illustrations,A pack of 3D illustrations on 2D backgrounds. Pick and choose your 3D character and set your scene to match your projects.,3Dキャラクターと2Dの背景を選び抜き、あなたのプロジェクトに合わせてシーンをセットします。,"Illustration, 3D, 2D, Character",Illustration,64761222ba22fed734b9de7d
sublus.svg,Sublus,https://sub1creator.gumroad.com/l/sublus,"An illustration product that can be easily customized with more than 120+ components. You can create characters, avatars, or adapt to the existing scene!",120以上の部品を簡単にカスタマイズすることができるイラスト製品。キャラクターやアバターを作成したり、既存のシーンに適応したりできます！,"Illustration, Component, Characters",Illustration,64761222ba22fed734b9de7d
dollo.svg,Dollo,https://abstractlab.gumroad.com/l/dollo-illustrations,"Create your own avatar, mix and match skin color, hairstyle, eyes, clothes, accessories, and more.",あなた自身のアバターを作成し、肌の色、髪型、目、服、アクセサリーなどをミックスアンドマッチしてください。,"Avatar, Match, Skin color",Illustration,64761222ba22fed734b9de7d
humanitiesillustration.svg,Humanities Illustration,https://levinunnink.gumroad.com/l/humanities-illustrations,A hand-drawn illustration library that brings a human touch to your projects.,手描きの絵本ライブラリは、あなたのプロジェクトに人間的なタッチをもたらします。,"Hand-drawn, Illustration, Library",Illustration,64761222ba22fed734b9de7d
ding!.svg,Ding!,https://www.ls.graphics/products/ding,"Mix-n-match line illustration pack for your awesome UI project! 20 light, fun and well-thought-out metaphors about the IT world, that will help present your artwork in your own unique style.",あなたの素晴らしいUIプロジェクトのためのミックスアンドマッチラインイラストパック！IT世界についての20の明るく楽しく考え抜かれたメタファーは、あなたのアートワークを独自のスタイルで紹介するのに役立ちます。,"Illustration, UI,Metaphor, Artwork",Illustration,64761222ba22fed734b9de7d
yaay!.svg,Yaay! ,https://www.ls.graphics/products/yaay,20 crazy startup illustrations for various projects from social network posts to sites and applications.,20種類の狂気的なスタートアップイラストを使用して、ソーシャルネットワーク投稿からサイトやアプリケーションにいたるまで、さまざまなプロジェクトに適用できます。,"Illustration, Startup, Social Network",Illustration,64761222ba22fed734b9de7d
skribbl.svg,Skribbl,https://weareskribbl.com/,"A library of free and beautifully designed illustrations. Skribbl is brought to you by a community of aspiring creatives, and can be used for any purposes, no attribution needed.",無料で美しくデザインされたイラストのライブラリーです。 スクリブルは、志願しているクリエイティブなコミュニティによって提供されており、あらゆる目的で使用できます。著作権は必要ありません。,"Library, Illustration",Illustration,64761222ba22fed734b9de7d
kitillustrations.svg,Kit Illustrations,https://illustrationkit.com/,"Premium handcrafted illustrations Beautiful free illustrations for personal & commercial projects. ",素敵な手作りのイラストを無料でダウンロードできます。,"Hand-crafted, Illustration",Illustration,64761222ba22fed734b9de7d
designlobby.svg,Design Lobby,https://designlobby.app/,"Keep your design assets with you all the time. Design Lobby helps you manage images, icons, fonts and colors. Built for high-performance design teams and freelancers.",デザイン資産をいつも持ち歩きましょう。デザインロビーは、画像、アイコン、フォント、色を管理するのに役立ちます。ハイパフォーマンスデザインチームとフリーランサーのために構築されています。,"Asset, Image, Icon, Fonts",Illustration,64761222ba22fed734b9de7d
artifyillustrations.svg,Artify Illustrations,https://www.artify.co/vector-illustrations,"Vector Illustrations. Search over 5000 vector illustrations and more than 70 design styles, with an integrated editor to adjust the design at you wish.",ベクターイラストレーション。5000以上のベクターイラストレーションと70種類以上のデザインスタイルから検索できます。デザインを調整するための統合エディターも備わっています。,"Vector, Illustration, Search, Editor",Illustration,64761222ba22fed734b9de7d
characterz.svg,Characterz,https://characterz.design/,"Characterz is one of the biggest and most diverse 3D Illustration library. Select your character, mix and match styles, try over 9 million combinations, and spice up your projects.",キャラクターズは、最大でもっとも多様な3Dイラストライブラリーの1つです。キャラクターを選択し、スタイルをミックスアンドマッチして、900万組み合わせを試して、プロジェクトを面白くしましょう。,"3D Illustration, Library, Diversity",Illustration,64761222ba22fed734b9de7d
ayeillustrations.svg,Aye Illustrations,https://uxstackguru.gumroad.com/l/NNubu/aye-25-ph,"20 vector, minimalistic, black & white illustrations with a unique touch to your projects.",20ベクター、ミニマリスト、ブラック&ホワイトのイラストは、あなたのプロジェクトに独特な触感を持ちます。,"Vector, Minimalistic, Black & White",Illustration,64761222ba22fed734b9de7d
zaap!.svg,Zaap!,https://www.ls.graphics/products/zaap,"25 cute and well-thought-out scenes for any kind of project, from websites to applications!",25個可愛くて巧妙なシーンは、ウェブサイトからアプリケーションに至るまで、あらゆる種類のプロジェクトに適しています！,"Scene, Cute,Websites",Illustration,64761222ba22fed734b9de7d
scale.svg,Scale,https://flexiple.com/illustrations/,"Royalty free Vector Illustrations for Commercial Use One new high-quality, free illustration each day. Bring your ideas to life with Scale.","無料で商用利用可能なロイヤリティフリーベクターイラスト毎日1つの新しい高品質な無料イラスト。あなたのアイデアをスケールで実現しましょう。","Illustration, Vector, Scale",Illustration,64761222ba22fed734b9de7d
